movieId,title,year,genres
1856,Kurt & Courtney,1998,Documentary
1857,Real Blonde@ The,1997,Comedy
1858,Mr. Nice Guy,1997,Action|Comedy
1859,Taste of Cherry,1997,Drama
1860,Character,1997,Drama
1861,UNUSED AT PRESENT,3030,
1862,Species II,1998,Horror|Sci-Fi
1863,Major League: Back to the Minors,1998,Comedy
1864,UNUSED AT PRESENT,3030,
1865,Wild Man Blues,1997,Documentary
1866,Big Hit@ The,1998,Action|Comedy|Crime
1867,Tarzan and the Lost City,1998,Action|Adventure
1868,UNUSED AT PRESENT,3030,
1869,Black Dog,1998,Action|Thriller
1870,Dancer@ Texas Pop. 81,1998,Comedy|Drama
1871,Friend of the Deceased@ A,1997,Comedy|Drama
1872,Go Now,1995,Drama
1873,Misérables@ Les,1998,Crime|Drama|Romance|War
1874,Still Breathing,1997,Comedy|Romance
1875,Clockwatchers,1997,Comedy
1876,Deep Impact,1998,Drama|Sci-Fi|Thriller
1877,UNUSED AT PRESENT,3030,
1878,Woo,1998,Comedy|Romance
1879,Hanging Garden@ The,1997,Drama|Romance
1880,Lawn Dogs,1997,Drama
1881,Quest for Camelot,1998,Adventure|Animation|Children|Fantasy|Musical
1882,Godzilla,1998,Action|Sci-Fi|Thriller
1883,Bulworth,1998,Comedy|Drama|Romance
1884,Fear and Loathing in Las Vegas,1998,Adventure|Comedy|Drama
1885,Opposite of Sex@ The,1998,Comedy|Drama|Romance
1886,I Got the Hook Up,1998,Comedy
1887,Almost Heroes,1998,Adventure|Comedy|Western
1888,Hope Floats,1998,Comedy|Drama|Romance
1889,Insomnia,1997,Drama|Mystery|Thriller
1890,Little Boy Blue,1997,Drama
1891,Ugly@ The,1997,Horror|Thriller
1892,Perfect Murder@ A,1998,Thriller
1893,Beyond Silence,1996,Drama
1894,Six Days Seven Nights,1998,Adventure|Comedy|Romance
1895,Can't Hardly Wait,1998,Comedy|Drama|Romance
1896,Cousin Bette,1998,Comedy
1897,High Art,1998,Drama|Romance
1898,Land Girls@ The,1998,Drama|War
1899,Passion in the Desert,1998,Adventure|Drama
1900,Children of Heaven@ The,1997,Comedy|Drama
1901,Dear Jesse,1997,Documentary
1902,Dream for an Insomniac,1996,Drama|Romance
1903,Hav Plenty,1997,Comedy
1904,Henry Fool,1997,Comedy|Drama
1905,Marie from the Bay of Angels,1997,Drama
1906,Mr. Jealousy,1997,Comedy|Romance
1907,Mulan,1998,Adventure|Animation|Children|Comedy|Drama|Musical|Romance
1908,UNUSED AT PRESENT,3030,
1909,X-Files: Fight the Future@ The,1998,Action|Crime|Mystery|Sci-Fi|Thriller
1910,I Went Down,1997,Comedy|Crime|Drama
1911,Dr. Dolittle,1998,Comedy
1912,Out of Sight,1998,Comedy|Crime|Drama|Romance|Thriller
1913,Picnic at Hanging Rock,1975,Drama|Mystery
1914,Smoke Signals,1998,Comedy|Drama
1915,Voyage to the Beginning of the World,1997,Drama
1916,Buffalo 66,1998,Drama|Romance
1917,Armageddon,1998,Action|Romance|Sci-Fi|Thriller
1918,Lethal Weapon 4,1998,Action|Comedy|Crime|Thriller
1919,Madeline,1998,Children|Comedy
1920,Small Soldiers,1998,Animation|Children|Fantasy|War
1921,Pi,1998,Drama|Sci-Fi|Thriller
1922,Whatever,1998,Drama
1923,There's Something About Mary,1998,Comedy|Romance
1924,Plan 9 from Outer Space,1959,Horror|Sci-Fi
1925,Wings,1927,Action|Drama|Romance|War
1926,Broadway Melody@ The,1929,Musical
1927,All Quiet on the Western Front,1930,Action|Drama|War
1928,Cimarron,1931,Drama|Western
1929,Grand Hotel,1932,Drama|Romance
1930,Cavalcade,1933,Drama|Romance|War
1931,Mutiny on the Bounty,1935,Adventure|Drama
1932,Great Ziegfeld@ The,1936,Drama|Musical
1933,Life of Emile Zola@ The,1937,Drama
1934,You Can't Take It with You,1938,Comedy|Romance
1935,How Green Was My Valley,1941,Drama|Musical|Romance
1936,Mrs. Miniver,1942,Drama|War
1937,Going My Way,1944,Comedy|Drama|Musical
1938,Lost Weekend@ The,1945,Drama
1939,Best Years of Our Lives@ The,1946,Drama|War
1940,Gentleman's Agreement,1947,Drama
1941,Hamlet,1948,Drama
1942,All the King's Men,1949,Drama
1943,Greatest Show on Earth@ The,1952,Drama
1944,From Here to Eternity,1953,Drama|Romance|War
1945,On the Waterfront,1954,Crime|Drama
1946,Marty,1955,Drama|Romance
1947,West Side Story,1961,Drama|Musical|Romance
1948,Tom Jones,1963,Adventure|Comedy|Romance
1949,Man for All Seasons@ A,1966,Drama
1950,In the Heat of the Night,1967,Drama|Mystery
1951,Oliver!,1968,Drama|Musical
1952,Midnight Cowboy,1969,Drama
1953,French Connection@ The,1971,Action|Crime|Thriller
1954,Rocky,1976,Drama
1955,Kramer vs. Kramer,1979,Drama
1956,Ordinary People,1980,Drama
1957,Chariots of Fire,1981,Drama
1958,Terms of Endearment,1983,Comedy|Drama
1959,Out of Africa,1985,Drama|Romance
1960,Last Emperor@ The,1987,Drama
1961,Rain Man,1988,Drama
1962,Driving Miss Daisy,1989,Drama
1963,Take the Money and Run,1969,Comedy|Crime
1964,Klute,1971,Drama|Mystery
1965,Repo Man,1984,Comedy|Sci-Fi
1966,Metropolitan,1990,Comedy
1967,Labyrinth,1986,Adventure|Fantasy|Musical
1968,Breakfast Club@ The,1985,Comedy|Drama
1969,Nightmare on Elm Street 2: Freddy's Revenge@ A,1985,Horror
1970,Nightmare on Elm Street 3: Dream Warriors@ A,1987,Horror|Thriller
1971,Nightmare on Elm Street 4: The Dream Master@ A,1988,Horror|Thriller
1972,Nightmare on Elm Street 5: The Dream Child@ A,1989,Horror
1973,Nightmare on Elm Street Part 6: Freddy's Dead@ A,1991,Horror
1974,Friday the 13th,1980,Horror|Mystery|Thriller
1975,Friday the 13th Part 2,1981,Horror
1976,Friday the 13th Part 3: 3D,1982,Horror
1977,Friday the 13th Part IV: The Final Chapter,1984,Horror
1978,Friday the 13th Part V: A New Beginning,1985,Horror
1979,Friday the 13th Part VI: Jason Lives,1986,Horror
1980,Friday the 13th Part VII: The New Blood,1988,Horror
1981,Friday the 13th Part VIII: Jason Takes Manhattan,1989,Horror
1982,Halloween,1978,Horror
1983,Halloween II,1981,Horror
1984,Halloween III: Season of the Witch,1982,Horror
1985,Halloween 4: The Return of Michael Myers,1988,Horror
1986,Halloween 5: The Revenge of Michael Myers,1989,Horror
1987,Prom Night,1980,Horror
1988,Hello Mary Lou: Prom Night II,1987,Horror
1989,UNUSED AT PRESENT,3030,
1990,UNUSED AT PRESENT,3030,
1991,Child's Play,1988,Horror|Thriller
1992,Child's Play 2,1990,Horror|Thriller
1993,Child's Play 3,1991,Comedy|Horror|Thriller
1994,Poltergeist,1982,Horror|Thriller
1995,Poltergeist II: The Other Side,1986,Horror|Thriller
1996,Poltergeist III,1988,Horror|Thriller
1997,Exorcist@ The,1973,Horror|Mystery
1998,Exorcist II: The Heretic,1977,Horror
1999,Exorcist III@ The,1990,Horror
2000,Lethal Weapon,1987,Action|Comedy|Crime|Drama
2001,Lethal Weapon 2,1989,Action|Comedy|Crime|Drama
2002,Lethal Weapon 3,1992,Action|Comedy|Crime|Drama
2003,Gremlins,1984,Comedy|Horror
2004,Gremlins 2: The New Batch,1990,Comedy|Horror
2005,Goonies@ The,1985,Action|Adventure|Children|Comedy|Fantasy
2006,Mask of Zorro@ The,1998,Action|Comedy|Romance
2007,Polish Wedding,1998,Comedy
2008,This World@ Then the Fireworks,1997,Crime|Drama|Film-Noir
2009,Soylent Green,1973,Drama|Mystery|Sci-Fi|Thriller
2010,Metropolis,1927,Drama|Sci-Fi
2011,Back to the Future Part II,1989,Adventure|Comedy|Sci-Fi
2012,Back to the Future Part III,1990,Adventure|Comedy|Sci-Fi|Western
2013,Poseidon Adventure@ The,1972,Action|Adventure|Drama
2014,Freaky Friday,1977,Children|Comedy|Fantasy
2015,Absent-Minded Professor@ The,1961,Children|Comedy|Fantasy
2016,Apple Dumpling Gang Rides Again@ The,1979,Children|Comedy|Western
2017,Babes in Toyland,1961,Children|Fantasy|Musical
2018,Bambi,1942,Animation|Children|Drama
2019,Seven Samurai,1954,Action|Adventure|Drama
2020,Dangerous Liaisons,1988,Drama|Romance
2021,Dune,1984,Adventure|Sci-Fi
2022,Last Temptation of Christ@ The,1988,Drama
2023,Godfather: Part III@ The,1990,Crime|Drama|Mystery|Thriller
2024,Rapture@ The,1991,Drama|Mystery
2025,Lolita,1997,Drama|Romance
2026,Disturbing Behavior,1998,Horror|Thriller
2027,Jane Austen's Mafia!,1998,Comedy|Crime
2028,Saving Private Ryan,1998,Action|Drama|War
2029,Billy's Hollywood Screen Kiss,1997,Comedy|Romance
2030,East Palace West Palace,1997,Drama
2031,Million Dollar Duck@ The,1971,Children|Comedy
2032,UNUSED AT PRESENT,3030,
2033,Black Cauldron@ The,1985,Adventure|Animation|Children|Fantasy
2034,Black Hole@ The,1979,Children|Sci-Fi
2035,UNUSED AT PRESENT,3030,
2036,Blank Check,1994,Children|Comedy
2037,Candleshoe,1977,Adventure|Children|Comedy
2038,Cat from Outer Space@ The,1978,Children|Comedy|Sci-Fi
2039,UNUSED AT PRESENT,3030,
2040,Computer Wore Tennis Shoes@ The,1969,Children|Comedy
2041,Condorman,1981,Action|Adventure|Children|Comedy
2042,D2: The Mighty Ducks,1994,Children|Comedy
2043,Darby O'Gill and the Little People,1959,Adventure|Children|Fantasy
2044,Devil and Max Devlin@ The,1981,Comedy|Fantasy
2045,Far Off Place@ ,1993,Adventure|Children|Drama|Romance
2046,Flight of the Navigator,1986,Adventure|Children|Sci-Fi
2047,Gnome-Mobile@ The,1967,Adventure|Children|Fantasy|Musical
2048,Great Mouse Detective@ The,1986,Action|Animation|Children|Crime
2049,Happiest Millionaire@ The,1967,Comedy|Musical
2050,Herbie Goes Bananas,1980,Adventure|Children|Comedy
2051,Herbie Goes to Monte Carlo,1977,Adventure|Children|Comedy
2052,Hocus Pocus,1993,Children|Comedy|Fantasy|Horror
2053,Honey@ I Blew Up the Kid,1992,Children|Comedy|Sci-Fi
2054,Honey@ I Shrunk the Kids,1989,Adventure|Children|Comedy|Fantasy|Sci-Fi
2055,Hot Lead and Cold Feet,1978,Action|Comedy|Western
2056,UNUSED AT PRESENT,3030,
2057,Incredible Journey@ The,1963,Adventure|Children
2058,Negotiator@ The,1998,Action|Crime|Drama|Mystery|Thriller
2059,Parent Trap@ The,1998,Children|Comedy|Romance
2060,BASEketball,1998,Comedy
2061,Full Tilt Boogie,1997,Documentary
2062,Governess@ The,1998,Drama|Romance
2063,Seventh Heaven,1997,Drama|Romance
2064,Roger & Me,1989,Documentary
2065,Purple Rose of Cairo@ The,1985,Comedy|Drama|Fantasy|Romance
2066,Out of the Past,1947,Film-Noir
2067,Doctor Zhivago,1965,Drama|Romance|War
2068,Fanny and Alexander,1982,Drama|Fantasy|Mystery
2069,Trip to Bountiful@ The,1985,Drama
2070,Tender Mercies,1983,Drama|Romance|Western
2071,And the Band Played On,1993,Drama
2072,'burbs@ The,1989,Comedy
2073,Fandango,1985,Comedy
2074,Night Porter@ The,1974,Crime|Drama|Romance
2075,Mephisto,1981,Drama|War
2076,Blue Velvet,1986,Drama|Mystery|Thriller
2077,Journey of Natty Gann@ The,1985,Adventure|Children
2078,Jungle Book@ The,1967,Animation|Children|Comedy|Musical
2079,UNUSED AT PRESENT,3030,
2080,Lady and the Tramp,1955,Animation|Children|Comedy|Romance
2081,Little Mermaid@ The,1989,Animation|Children|Comedy|Musical|Romance
2082,Mighty Ducks@ The,1992,Children|Comedy
2083,Muppet Christmas Carol@ The,1992,Children|Comedy|Musical
2084,Newsies,1992,Children|Musical
2085,101 Dalmatians,1961,Adventure|Animation|Children
2086,One Magic Christmas,1985,Drama|Fantasy
2087,Peter Pan,1953,Animation|Children|Fantasy|Musical
2088,Popeye,1980,Adventure|Comedy|Musical
2089,Rescuers Down Under@ The,1990,Adventure|Animation|Children
2090,Rescuers@ The,1977,Adventure|Animation|Children|Crime|Drama
2091,Return from Witch Mountain,1978,Children|Sci-Fi
2092,Return of Jafar@ The,1994,Adventure|Animation|Children|Fantasy|Musical|Romance
2093,Return to Oz,1985,Adventure|Children|Fantasy
2094,Rocketeer@ The,1991,Action|Adventure|Sci-Fi
2095,Shaggy D.A.@ The,1976,Children|Comedy
2096,Sleeping Beauty,1959,Animation|Children|Musical
2097,Something Wicked This Way Comes,1983,Children|Drama|Fantasy|Mystery|Thriller
2098,Son of Flubber,1963,Children|Comedy
2099,Song of the South,1946,Adventure|Animation|Children|Musical
2100,Splash,1984,Comedy|Fantasy|Romance
2101,UNUSED AT PRESENT,3030,
2102,Steamboat Willie,1928,Animation|Children|Comedy|Musical
2103,Tall Tale,1995,Adventure|Children|Fantasy|Western
2104,Tex,1982,Drama
2105,Tron,1982,Action|Adventure|Sci-Fi
2106,Swing Kids,1993,Drama|War
2107,Halloween 7: The Revenge of Laurie Strode,1998,Horror|Thriller
2108,L.A. Story,1991,Comedy|Romance
2109,Jerk@ The,1979,Comedy
2110,Dead Men Don't Wear Plaid,1982,Comedy|Crime|Thriller
2111,Man with Two Brains@ The,1983,Comedy
2112,Grand Canyon,1991,Crime|Drama
2113,Graveyard Shift,1990,Horror|Thriller
2114,Outsiders@ The,1983,Drama
2115,Indiana Jones and the Temple of Doom,1984,Action|Adventure|Fantasy
2116,Lord of the Rings@ The,1978,Adventure|Animation|Children|Fantasy
2117,1984,1984,Drama|Sci-Fi
2118,Dead Zone@ The,1983,Thriller
2119,Maximum Overdrive,1986,Horror
2120,Needful Things,1993,Drama|Horror
2121,Cujo,1983,Horror|Thriller
2122,Children of the Corn,1984,Horror|Thriller
2123,All Dogs Go to Heaven,1989,Animation|Children|Comedy|Drama|Fantasy
2124,Addams Family@ The,1991,Children|Comedy|Fantasy
2125,Ever After: A Cinderella Story,1998,Comedy|Drama|Romance
2126,Snake Eyes,1998,Action|Crime|Mystery|Thriller
2127,First Love@ Last Rites,1997,Drama|Romance
2128,Safe Men,1998,Comedy
2129,Saltmen of Tibet@ The,1997,Documentary
2130,Atlantic City,1980,Crime|Drama|Romance
2131,Autumn Sonata,1978,Drama
2132,Who's Afraid of Virginia Woolf?,1966,Drama
2133,Adventures in Babysitting,1987,Adventure|Comedy
2134,Weird Science,1985,Comedy|Fantasy|Sci-Fi
2135,Doctor Dolittle,1967,Adventure|Children|Musical
2136,Nutty Professor@ The,1963,Comedy|Sci-Fi
2137,Charlotte's Web,1973,Animation|Children
2138,Watership Down,1978,Adventure|Animation|Children|Drama|Fantasy
2139,Secret of NIMH@ The,1982,Adventure|Animation|Children|Drama
2140,Dark Crystal@ The,1982,Adventure|Fantasy
2141,American Tail@ An,1986,Adventure|Animation|Children|Comedy
2142,American Tail: Fievel Goes West@ An,1991,Adventure|Animation|Children|Musical|Western
2143,Legend,1985,Adventure|Fantasy|Romance
2144,Sixteen Candles,1984,Comedy|Romance
2145,Pretty in Pink,1986,Comedy|Drama|Romance
2146,St. Elmo's Fire,1985,Drama|Romance
2147,Clan of the Cave Bear@ The,1986,Adventure|Drama|Fantasy
2148,House,1986,Comedy|Fantasy|Horror
2149,House II: The Second Story,1987,Comedy|Fantasy|Horror
2150,Gods Must Be Crazy@ The,1980,Adventure|Comedy
2151,Gods Must Be Crazy II@ The,1989,Comedy
2152,Air Bud: Golden Receiver,1998,Children|Comedy
2153,Avengers@ The,1998,Action|Adventure
2154,How Stella Got Her Groove Back,1998,Drama|Romance
2155,Slums of Beverly Hills@ The,1998,Comedy|Drama
2156,Best Man@ The,1998,Comedy|Drama|Romance
2157,Chambermaid on the Titanic@ The,1998,Romance
2158,UNUSED AT PRESENT,3030,
2159,Henry: Portrait of a Serial Killer,1986,Crime|Horror|Thriller
2160,Rosemary's Baby,1968,Drama|Horror|Thriller
2161,NeverEnding Story@ The,1984,Adventure|Children|Fantasy
2162,NeverEnding Story II: The Next Chapter@ The,1990,Adventure|Children|Fantasy
2163,Attack of the Killer Tomatoes!,1978,Comedy|Horror
2164,Surf Nazis Must Die,1987,Action|Comedy|Drama|Horror
2165,Your Friends and Neighbors,1998,Comedy|Drama
2166,Return to Paradise,1998,Crime|Drama|Romance|Thriller
2167,Blade,1998,Action|Horror|Thriller
2168,Dance with Me,1998,Drama|Romance
2169,Dead Man on Campus,1998,Comedy
2170,Wrongfully Accused,1998,Action|Comedy
2171,Next Stop Wonderland,1998,Comedy|Drama|Romance
2172,UNUSED AT PRESENT,3030,
2173,Navigator: A Mediaeval Odyssey@ The,1988,Adventure|Fantasy|Sci-Fi
2174,Beetlejuice,1988,Comedy|Fantasy
2175,UNUSED AT PRESENT,3030,
2176,Rope,1948,Crime|Drama|Thriller
2177,Family Plot,1976,Comedy|Thriller
2178,Frenzy,1972,Thriller
2179,Topaz,1969,Thriller
2180,Torn Curtain,1966,Thriller
2181,Marnie,1964,Drama|Mystery|Romance|Thriller
2182,Wrong Man@ The,1956,Drama|Film-Noir|Thriller
2183,Man Who Knew Too Much@ The,1956,Adventure|Drama|Mystery|Thriller
2184,Trouble with Harry@ The,1955,Comedy|Mystery
2185,I Confess,1953,Thriller
2186,Strangers on a Train,1951,Crime|Drama|Film-Noir|Thriller
2187,Stage Fright,1950,Mystery|Romance|Thriller
2188,54,1998,Drama
2189,I Married A Strange Person!,1997,Animation|Comedy|Fantasy|Sci-Fi
2190,Why Do Fools Fall In Love?,1998,Drama
2191,UNUSED AT PRESENT,3030,
2192,UNUSED AT PRESENT,3030,
2193,Willow,1988,Action|Adventure|Fantasy
2194,Untouchables@ The,1987,Action|Crime|Drama
2195,Dirty Work,1998,Comedy
2196,UNUSED AT PRESENT,3030,
2197,Firelight,1997,Drama
2198,UNUSED AT PRESENT,3030,
2199,UNUSED AT PRESENT,3030,
2200,UNUSED AT PRESENT,3030,
2201,Paradine Case@ The,1947,Drama
2202,Lifeboat,1944,Drama|War
2203,Shadow of a Doubt,1943,Crime|Drama|Thriller
2204,Saboteur,1942,Mystery|Thriller
2205,Mr. & Mrs. Smith,1941,Comedy|Romance
2206,Suspicion,1941,Film-Noir|Mystery|Thriller
2207,Jamaica Inn,1939,Drama
2208,Lady Vanishes@ The,1938,Drama|Mystery|Thriller
2209,Young and Innocent,1937,Crime|Thriller
2210,Sabotage,1936,Thriller
2211,Secret Agent,1936,Thriller
2212,Man Who Knew Too Much@ The,1934,Drama|Thriller
2213,Waltzes from Vienna,1933,Comedy|Musical
2214,Number Seventeen,1932,Thriller
2215,UNUSED AT PRESENT,3030,
2216,UNUSED AT PRESENT,3030,
2217,UNUSED AT PRESENT,3030,
2218,UNUSED AT PRESENT,3030,
2219,Murder!,1930,Mystery|Thriller
2220,UNUSED AT PRESENT,3030,
2221,UNUSED AT PRESENT,3030,
2222,UNUSED AT PRESENT,3030,
2223,UNUSED AT PRESENT,3030,
2224,UNUSED AT PRESENT,3030,
2225,UNUSED AT PRESENT,3030,
2226,UNUSED AT PRESENT,3030,
2227,Lodger: A Story of the London Fog@ The,1927,Crime|Drama|Thriller
2228,UNUSED AT PRESENT,3030,
2229,UNUSED AT PRESENT,3030,
2230,UNUSED AT PRESENT,3030,
2231,Rounders,1998,Drama
2232,Cube,1997,Horror|Mystery|Sci-Fi|Thriller
2233,UNUSED AT PRESENT,3030,
2234,UNUSED AT PRESENT,3030,
2235,UNUSED AT PRESENT,3030,
2236,Simon Birch,1998,Drama
2237,Without Limits,1998,Drama
2238,Seven Beauties,1976,Comedy|Drama
2239,Swept Away,1975,Comedy|Drama
2240,My Bodyguard,1980,Drama
2241,Class,1983,Comedy
2242,Grandview@ U.S.A.,1984,Drama
2243,Broadcast News,1987,Comedy|Drama|Romance
2244,Allnighter@ The,1987,Comedy|Romance
2245,Working Girl,1988,Comedy|Drama|Romance
2246,Stars and Bars,1988,Action|Comedy|Romance
2247,Married to the Mob,1988,Comedy
2248,Say Anything...,1989,Comedy|Drama|Romance
2249,My Blue Heaven,1990,Comedy
2250,Men Don't Leave,1990,Drama
2251,UNUSED AT PRESENT,3030,
2252,Hero,1992,Comedy|Drama
2253,Toys,1992,Comedy|Fantasy
2254,UNUSED AT PRESENT,3030,
2255,Young Doctors in Love,1982,Comedy
2256,Parasite,1982,Horror|Sci-Fi
2257,No Small Affair,1984,Comedy|Romance
2258,UNUSED AT PRESENT,3030,
2259,Blame It on Rio,1984,Comedy|Romance
2260,Wisdom,1986,Crime|Drama
2261,One Crazy Summer,1986,Comedy
2262,About Last Night...,1986,Comedy|Drama|Romance
2263,Seventh Sign@ The,1988,Drama|Fantasy|Thriller
2264,We're No Angels,1989,Comedy|Crime
2265,Nothing But Trouble,1991,Adventure|Comedy
2266,Butcher's Wife@ The,1991,Comedy|Romance
2267,Mortal Thoughts,1991,Mystery|Thriller
2268,Few Good Men@ A,1992,Crime|Drama|Thriller
2269,Indecent Proposal,1993,Drama|Romance
2270,UNUSED AT PRESENT,3030,
2271,Permanent Midnight,1998,Drama
2272,One True Thing,1998,Drama
2273,Rush Hour,1998,Action|Comedy|Crime|Thriller
2274,UNUSED AT PRESENT,3030,
2275,Six-String Samurai,1998,Action|Adventure|Sci-Fi
2276,Soldier's Daughter Never Cries@ A,1998,Drama
2277,UNUSED AT PRESENT,3030,
2278,Ronin,1998,Action|Crime|Thriller
2279,Urban Legend,1998,Horror|Thriller
2280,Clay Pigeons,1998,Crime
2281,UNUSED AT PRESENT,3030,
2282,Pecker,1998,Comedy|Drama
2283,Sheltering Sky@ The,1990,Drama
2284,Bandit Queen,1994,Drama
2285,If....,1968,Drama
2286,Fiendish Plot of Dr. Fu Manchu@ The,1980,Comedy
2287,Them!,1954,Horror|Sci-Fi|Thriller
2288,Thing@ The,1982,Action|Horror|Sci-Fi|Thriller
2289,Player@ The,1992,Comedy|Crime|Drama
2290,Stardust Memories,1980,Comedy|Drama
2291,Edward Scissorhands,1990,Drama|Fantasy|Romance
2292,Overnight Delivery,1998,Comedy|Romance
2293,UNUSED AT PRESENT,3030,
2294,Antz,1998,Adventure|Animation|Children|Comedy|Fantasy
2295,Impostors@ The,1998,Comedy
2296,Night at the Roxbury@ A,1998,Comedy
2297,What Dreams May Come,1998,Adventure|Drama|Fantasy|Romance
2298,Strangeland,1998,Thriller
2299,Battle of the Sexes@ The,1959,Comedy
2300,Producers@ The,1968,Comedy
2301,History of the World: Part I,1981,Comedy|Musical
2302,My Cousin Vinny,1992,Comedy
2303,Nashville,1975,Drama|Musical
2304,UNUSED AT PRESENT,3030,
2305,Slam,1998,Drama
2306,Holy Man,1998,Comedy
2307,One Tough Cop,1998,Action|Crime
2308,UNUSED AT PRESENT,3030,
2309,Inheritors@ The,1998,Drama|Mystery
2310,Mighty@ The,1998,Drama
2311,2010: The Year We Make Contact,1984,Sci-Fi
2312,Children of a Lesser God,1986,Drama
2313,Elephant Man@ The,1980,Drama
2314,Beloved,1998,Drama
2315,Child's Play 4: Bride of Chucky,1998,Comedy|Horror|Thriller
2316,Practical Magic,1998,Drama|Fantasy|Mystery|Romance
2317,Alarmist@ The,1997,Comedy
2318,Happiness,1998,Comedy|Drama
2319,UNUSED AT PRESENT,3030,
2320,Apt Pupil,1998,Drama|Thriller
2321,Pleasantville,1998,Comedy|Drama|Fantasy
2322,Soldier,1998,Action|Sci-Fi|War
2323,Cruise@ The,1998,Documentary
2324,Life Is Beautiful,1997,Comedy|Drama|Romance|War
2325,Orgazmo,1997,Comedy
2326,UNUSED AT PRESENT,3030,
2327,Tales from the Darkside: The Movie,1990,Fantasy|Horror|Thriller
2328,Vampires,1998,Horror|Western
2329,American History X,1998,Crime|Drama
2330,Hands on a Hard Body,1996,Comedy|Documentary
2331,Living Out Loud,1998,Comedy|Drama|Romance
2332,Belly,1998,Crime|Drama
2333,Gods and Monsters,1998,Drama
2334,Siege@ The,1998,Action|Thriller
2335,Waterboy@ The,1998,Comedy
2336,Elizabeth,1998,Drama
2337,Velvet Goldmine,1998,Drama
2338,I Still Know What You Did Last Summer,1998,Horror|Mystery|Thriller
2339,I'll Be Home For Christmas,1998,Comedy|Romance
2340,Meet Joe Black,1998,Romance
2341,Dancing at Lughnasa,1998,Drama
2342,Hard Core Logo,1996,Comedy|Drama
2343,UNUSED AT PRESENT,3030,
2344,Runaway Train,1985,Action|Adventure|Drama|Thriller
2345,Desert Bloom,1986,Drama
2346,Stepford Wives@ The,1975,Mystery|Sci-Fi|Thriller
2347,Pope of Greenwich Village@ The,1984,Drama
2348,Sid and Nancy,1986,Drama
2349,Mona Lisa,1986,Comedy|Thriller
2350,Heart Condition,1990,Comedy
2351,Nights of Cabiria,1957,Drama
2352,Big Chill@ The,1983,Comedy|Drama
2353,Enemy of the State,1998,Action|Thriller
2354,Rugrats Movie@ The,1998,Animation|Children|Comedy
2355,Bug's Life@ A,1998,Adventure|Animation|Children|Comedy
2356,Celebrity,1998,Comedy
2357,Central Station,1998,Drama
2358,UNUSED AT PRESENT,3030,
2359,Waking Ned Devine,1998,Comedy
2360,Celebration@ The,1998,Drama
2361,Pink Flamingos,1972,Comedy
2362,Glen or Glenda,1953,Drama
2363,Godzilla,1954,Drama|Horror|Sci-Fi
2364,Godzilla 1985: The Legend Is Reborn,1984,Action|Horror|Sci-Fi|Thriller
2365,King Kong vs. Godzilla,1962,Action|Sci-Fi
2366,King Kong,1933,Action|Adventure|Fantasy|Horror
2367,King Kong,1976,Adventure|Fantasy|Romance|Sci-Fi|Thriller
2368,King Kong Lives,1986,Adventure|Sci-Fi
2369,Desperately Seeking Susan,1985,Comedy|Drama|Romance
2370,Emerald Forest@ The,1985,Action|Adventure|Drama
2371,Fletch,1985,Comedy|Crime|Mystery
2372,Fletch Lives,1989,Comedy
2373,Red Sonja,1985,Action|Adventure|Fantasy
2374,Gung Ho,1986,Comedy|Drama
2375,Money Pit@ The,1986,Comedy
2376,View to a Kill@ A,1985,Action|Adventure|Thriller
2377,Lifeforce,1985,Horror|Sci-Fi
2378,Police Academy,1984,Comedy|Crime
2379,Police Academy 2: Their First Assignment,1985,Comedy|Crime
2380,Police Academy 3: Back in Training,1986,Comedy|Crime
2381,Police Academy 4: Citizens on Patrol,1987,Comedy|Crime
2382,Police Academy 5: Assignment: Miami Beach,1988,Comedy|Crime
2383,Police Academy 6: City Under Siege,1989,Comedy|Crime
2384,Babe: Pig in the City,1998,Adventure|Children|Drama
2385,Home Fries,1998,Comedy|Romance
2386,Jerry Springer: Ringmaster,1998,Comedy|Drama
2387,Very Bad Things,1998,Comedy|Crime
2388,Steam: The Turkish Bath,1997,Drama|Romance
2389,Psycho,1998,Crime|Horror|Thriller
2390,Little Voice,1998,Comedy
2391,Simple Plan@ A,1998,Crime|Drama|Thriller
2392,Jack Frost,1998,Children|Comedy|Drama
2393,Star Trek: Insurrection,1998,Action|Drama|Romance|Sci-Fi
2394,Prince of Egypt@ The,1998,Animation|Musical
2395,Rushmore,1998,Comedy|Drama
2396,Shakespeare in Love,1998,Comedy|Drama|Romance
2397,Mass Appeal,1984,Drama
2398,Miracle on 34th Street,1947,Comedy|Drama
2399,Santa Claus: The Movie,1985,Adventure|Children|Fantasy
2400,Prancer,1989,Children|Drama|Fantasy
2401,Pale Rider,1985,Western
2402,Rambo: First Blood Part II,1985,Action|Adventure|Thriller
2403,First Blood,1982,Action|Adventure|Drama|Thriller
2404,Rambo III,1988,Action|Adventure|Thriller|War
2405,Jewel of the Nile@ The,1985,Action|Adventure|Comedy|Romance
2406,Romancing the Stone,1984,Action|Adventure|Comedy|Romance
2407,Cocoon,1985,Comedy|Sci-Fi
2408,Cocoon: The Return,1988,Comedy|Sci-Fi
2409,Rocky II,1979,Action|Drama
2410,Rocky III,1982,Action|Drama
2411,Rocky IV,1985,Action|Drama
2412,Rocky V,1990,Action|Drama
2413,Clue,1985,Comedy|Crime|Mystery|Thriller
